source_id	original_url_or_path	source_type	title_or_subject	date	evidence_status	currentness	new_route	new_section_or_record	treatment	reason	implemented	verified
SOURCE-45	02-collect/assets/official-site-images/restricted-child-rights/ASSET-042--IMG_4848.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-46	02-collect/assets/official-site-images/restricted-child-rights/ASSET-043--IMG_4877.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-47	02-collect/assets/official-site-images/restricted-child-rights/ASSET-044--IMG_4866.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-48	02-collect/assets/official-site-images/restricted-child-rights/ASSET-045--IMG_4834.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-49	02-collect/assets/official-site-images/restricted-child-rights/ASSET-046--IMG_4718.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-50	02-collect/assets/official-site-images/restricted-child-rights/ASSET-047--IMG_7769.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-51	02-collect/assets/official-site-images/restricted-child-rights/ASSET-048--IMG_7766.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-52	02-collect/assets/official-site-images/restricted-child-rights/ASSET-049--IMG_6276.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-53	02-collect/assets/official-site-images/restricted-child-rights/ASSET-050--IMG_6254.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-54	02-collect/assets/official-site-images/restricted-child-rights/ASSET-051--IMG_4280.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-55	02-collect/assets/official-site-images/restricted-child-rights/ASSET-052--IMG_4242.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-56	02-collect/assets/official-site-images/restricted-child-rights/ASSET-053--IMG_4415.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-57	02-collect/assets/official-site-images/restricted-child-rights/ASSET-054--IMG_1065.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-58	02-collect/assets/official-site-images/restricted-child-rights/ASSET-055--IMG_7602.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-59	02-collect/assets/official-site-images/restricted-child-rights/ASSET-056--IMG_1049.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-60	02-collect/assets/official-site-images/restricted-child-rights/ASSET-057--IMG_1038.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-61	02-collect/assets/official-site-images/restricted-child-rights/ASSET-058--IMG_1090.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-62	02-collect/assets/official-site-images/restricted-child-rights/ASSET-059--IMG_1040.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-63	02-collect/assets/official-site-images/restricted-child-rights/ASSET-060--IMG_1061.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-64	02-collect/assets/official-site-images/restricted-child-rights/ASSET-061--IMG_1059.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-65	02-collect/assets/official-site-images/restricted-child-rights/ASSET-062--IMG_1099.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-66	02-collect/assets/official-site-images/restricted-child-rights/ASSET-063--IMG_5977.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-67	02-collect/assets/official-site-images/restricted-child-rights/ASSET-064--IMG_7623.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-68	02-collect/assets/official-site-images/restricted-child-rights/ASSET-065--IMG_5717.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-69	02-collect/assets/official-site-images/restricted-child-rights/ASSET-066--IMG_6044.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-70	02-collect/assets/official-site-images/restricted-child-rights/ASSET-067--IMG_5719.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-71	02-collect/assets/official-site-images/restricted-child-rights/ASSET-068--IMG_1051.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-72	02-collect/assets/official-site-images/restricted-child-rights/ASSET-069--IMG_1026.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-73	02-collect/assets/official-site-images/restricted-child-rights/ASSET-070--IMG_7728.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-74	02-collect/assets/official-site-images/restricted-child-rights/ASSET-071--IMG_7735.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-75	02-collect/assets/official-site-images/restricted-child-rights/ASSET-072--IMG_7719.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-76	02-collect/assets/official-site-images/restricted-child-rights/ASSET-073--IMG_7776.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-77	02-collect/assets/official-site-images/restricted-child-rights/ASSET-074--IMG_4429.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-78	02-collect/assets/official-site-images/restricted-child-rights/ASSET-075--IMG_7788.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-79	02-collect/assets/official-site-images/restricted-child-rights/ASSET-076--IMG_7797.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-80	02-collect/assets/official-site-images/restricted-child-rights/ASSET-077--IMG_7787.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-81	02-collect/assets/official-site-images/restricted-child-rights/ASSET-078--IMG_7852.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-82	02-collect/assets/official-site-images/restricted-child-rights/ASSET-079--IMG_7801.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-83	02-collect/assets/official-site-images/restricted-child-rights/ASSET-080--IMG_7899.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-84	02-collect/assets/official-site-images/restricted-child-rights/ASSET-081--IMG_7826.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-85	02-collect/assets/official-site-images/restricted-child-rights/ASSET-082--IMG_7903.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-86	02-collect/assets/official-site-images/restricted-child-rights/ASSET-083--IMG_7611.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-87	02-collect/assets/official-site-images/restricted-child-rights/ASSET-084--IMG_7627.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-88	02-collect/assets/official-site-images/restricted-child-rights/ASSET-085--IMG_7632.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-89	02-collect/assets/official-site-images/restricted-child-rights/ASSET-086--IMG_4818.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-90	02-collect/assets/official-site-images/restricted-child-rights/ASSET-087--IMG_6060.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-91	02-collect/assets/official-site-images/restricted-child-rights/ASSET-088--IMG_7618.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-92	02-collect/assets/official-site-images/restricted-child-rights/ASSET-089--IMG_6082.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-93	02-collect/assets/official-site-images/restricted-child-rights/ASSET-090--PhotoRoom_20230926_131806.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-94	02-collect/assets/official-site-images/restricted-child-rights/ASSET-091--IMG_7331.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-95	02-collect/assets/official-site-images/restricted-child-rights/ASSET-092--IMG_7051.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-96	02-collect/assets/official-site-images/restricted-child-rights/ASSET-093--IMG_7048.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-97	02-collect/assets/official-site-images/restricted-child-rights/ASSET-094--IMG_6237.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-98	02-collect/assets/official-site-images/restricted-child-rights/ASSET-095--IMG_6233.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-99	02-collect/assets/official-site-images/restricted-child-rights/ASSET-096--IMG_6457.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-100	02-collect/assets/official-site-images/restricted-child-rights/ASSET-097--IMG_6471.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-101	02-collect/assets/official-site-images/restricted-child-rights/ASSET-098--IMG_7059.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-102	02-collect/assets/official-site-images/restricted-child-rights/ASSET-099--IMG_6225.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-103	02-collect/assets/official-site-images/restricted-child-rights/ASSET-100--IMG_7060.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-104	02-collect/assets/official-site-images/restricted-child-rights/ASSET-101--IMG_6236.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-105	02-collect/assets/official-site-images/restricted-child-rights/ASSET-102--IMG_8208.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-106	02-collect/assets/official-site-images/restricted-child-rights/ASSET-103--IMG_8098.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-107	02-collect/assets/official-site-images/restricted-child-rights/ASSET-104--IMG_8096.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-108	02-collect/assets/official-site-images/restricted-child-rights/ASSET-105--IMG_8079.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-109	02-collect/assets/official-site-images/restricted-child-rights/ASSET-106--IMG_8210.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-110	02-collect/assets/official-site-images/restricted-child-rights/ASSET-107--IMG_8110.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-111	02-collect/assets/official-site-images/restricted-child-rights/ASSET-108--IMG_8084.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-112	02-collect/assets/official-site-images/restricted-child-rights/ASSET-109--IMG_8199.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-113	02-collect/assets/official-site-images/restricted-child-rights/ASSET-110--IMG_8201.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-114	02-collect/assets/official-site-images/restricted-child-rights/ASSET-111--IMG_8080.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-115	02-collect/assets/official-site-images/restricted-child-rights/ASSET-112--IMG_6445.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-116	02-collect/assets/official-site-images/restricted-child-rights/ASSET-113--IMG_8233.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-117	02-collect/assets/official-site-images/restricted-child-rights/ASSET-114--IMG_1163.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-118	02-collect/assets/official-site-images/restricted-child-rights/ASSET-115--IMG_1168.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-119	02-collect/assets/official-site-images/restricted-child-rights/ASSET-116--IMG_6475.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-120	02-collect/assets/official-site-images/restricted-child-rights/ASSET-117--IMG_6110.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-121	02-collect/assets/official-site-images/restricted-child-rights/ASSET-118--IMG_7898.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-122	02-collect/assets/official-site-images/restricted-child-rights/ASSET-119--IMG_1158.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-123	02-collect/assets/official-site-images/restricted-child-rights/ASSET-120--IMG_6131.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-124	02-collect/assets/official-site-images/restricted-child-rights/ASSET-121--IMG_6472.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-125	02-collect/assets/official-site-images/restricted-child-rights/ASSET-122--IMG_6259.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-126	02-collect/assets/official-site-images/restricted-child-rights/ASSET-123--IMG_1144.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-127	02-collect/assets/official-site-images/restricted-child-rights/ASSET-124--IMG_6487.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-128	02-collect/assets/official-site-images/restricted-child-rights/ASSET-125--IMG_1150.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-129	02-collect/assets/official-site-images/restricted-child-rights/ASSET-126--IMG_8243.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-130	02-collect/assets/official-site-images/restricted-child-rights/ASSET-127--IMG_8244.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-131	02-collect/assets/official-site-images/restricted-child-rights/ASSET-128--IMG_8242.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-132	02-collect/assets/official-site-images/restricted-child-rights/ASSET-129--IMG_7240.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-133	02-collect/assets/official-site-images/restricted-child-rights/ASSET-130--IMG_9424.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-134	02-collect/assets/official-site-images/restricted-child-rights/ASSET-131--IMG_9322.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
SOURCE-135	02-collect/assets/official-site-images/restricted-child-rights/ASSET-132--IMG_9938.jpg	image/jpeg	indirect; Stage 3 asset map supports content-purpose availability but no Stage 4 image selection or route decision			source record			deferred	Photograph or media record remains available to the approved image library; only final selected photographs are published and documented in IMAGE-USAGE.tsv.	yes	yes
